Date,Shift,Line,Time,Size(in),Best/ Worst/ Average,Percent Overpressed,Area Overpressed,Percent Translucense,Area Translucense (sq in),Pass/Fail
021923,A,F1,745AM,10.25,best,0.14058103144619383,11.6001695654119,0.00782546962032779,0.6457256259321577,Pass
021923,A,F1,745AM,10.25,worst,0.11268653835453894,9.29843051515991,0.04784476708126578,3.9479537548616204,Pass
021923,A,F1,745AM,10.25,avg,0.07354877829470466,6.068943233454699,0.013380622481509478,1.1041140335898065,Pass
