Date,Shift,Line,Time,Size(in),Best/ Worst/ Average,Percent Overpressed,Area Overpressed,Percent Translucense,Area Translucense (sq in),Pass/Fail
020223,A,F1,530PM,10.25,best,0.00782546962032779,0.6457256259321577,0.00782546962032779,0.6457256259321577,Pass
020223,A,F1,530PM,10.25,worst,0.04784476708126578,3.9479537548616204,0.04784476708126578,3.9479537548616204,Pass
020223,A,F1,530PM,10.25,avg,0.011794264878638482,0.9732143169254917,0.011794264878638482,0.9732143169254917,Pass
